employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
139,Sallee,54,Budget Officer [Finance],[Finance],9277.01,"Maritime regulations, Communication, Leadership","Process optimization, Marine technology",Medicine [Degree],Adaptability,Equipment Operator,18
140,Shina,54,Recruitment Specialist [HR],[HR],9799.25,"Problem-solving, Maritime regulations, Leadership","Software development, Supply chain efficiency",Maritime Studies [Degree],Adaptability,Environmental Compliance Officer,1
141,Eliza,52,Employee Relations Officer [HR],[HR],11606.35,"Technical expertise, Problem-solving, Leadership","Process optimization, Software development",Banking & Finance [Diploma],Interpersonal Skills,Shipping Clerk,4
142,Marcia,22,IT Infrastructure Specialist [IT],[IT],9221.14,"Maritime regulations, Communication, Safety protocols","Supply chain efficiency, Engineering innovation",Integrated Events & Project Management [Diploma],Financial Literacy,Docking Pilot,19
143,Madelon,46,Vessel Traffic Services Operator [Operations],[Operations],2261.57,"Communication, Maritime regulations, Leadership","Process optimization, Sustainability",Bachelor of Accountancy with Honours [Degree],Financial Literacy,Equipment Operator,17
144,Alistair,65,Maritime Safety Officer [Operations],[Operations],4066.76,"Software development, Problem-solving, Project management","Safety improvement, Marine technology",Accountancy [Diploma],Financial Literacy,Quality Assurance Specialist,11
145,Bertha,55,Shipping and Receiving Clerk [Operations],[Operations],5131.59,"Maritime regulations, Leadership, Project management","Sustainability, Software development",Bachelor of Science with Honours [Degree],Adaptability,Operations Manager,4
146,Filippa,58,Shipping and Receiving Clerk [Operations],[Operations],11902.2,"Leadership, Project management, Communication","Technology advancements, Safety improvement",Accountancy and Business [Degree],Management Skills,Project Manager,13
147,Marc,46,Logistics Coordinator [Operations],[Operations],4802.76,"Software development, Problem-solving, Communication","Sustainability, Engineering innovation",Information Systems [Degree],Adaptability,Marine Operations Officer,7
148,Aidan,26,Marine Operations Officer [Operations],[Operations],8709.02,"Maritime regulations, Project management, Safety protocols","Safety improvement, Supply chain efficiency",Bachelor of Social Work [Degree],Negotiation Skills,Inventory Manager,7
149,Samuel,32,Logistics Coordinator [Operations],[Operations],8677.34,"Leadership, Project management, Technical expertise","Engineering innovation, Process optimization",Arts (with Education) [Degree],Adaptability,Marine Operations Officer,7
150,Cyndy,44,Fleet Management Officer [Operations],[Operations],11161.19,"Leadership, Project management, Technical expertise","Technology advancements, Process optimization",Social Sciences [Degree],Financial Literacy,Procurement Specialist,8
151,Ruperto,51,Maritime Safety Officer [Operations],[Operations],2492.52,"Communication, Software development, Problem-solving","Software development, Technology advancements",Bachelor of Engineering with Honours in Pharmaceutical Engineering [Degree],Emotional Intelligence,Safety Officer,8
152,Kermy,52,Data Analyst for Port Operations [IT],[IT],11455.76,"Problem-solving, Safety protocols, Communication","Technology advancements, Software development",Medicine [Degree],Interpersonal Skills,Maritime Engineer,4
153,Waldon,24,Marine Operations Officer [Operations],[Operations],6549.2,"Leadership, Problem-solving, Technical expertise","Software development, Supply chain efficiency","",Business Presentations,Safety Officer,2
154,Arda,54,Employee Relations Officer [HR],[HR],10552.37,"Software development, Leadership, Maritime regulations","Marine technology, Engineering innovation",Public Policy and Global Affairs [Degree],Management Skills,Inventory Manager,4
155,Winny,64,Financial Analyst [Finance],[Finance],11961.25,"Leadership, Problem-solving, Maritime regulations","Supply chain efficiency, Sustainability",Computer Engineering [Degree],Management Skills,Transportation Planner,6
156,Liz,28,Logistics Coordinator [Operations],[Operations],4002.28,"Software development, Project management, Maritime regulations","Marine technology, Technology advancements",Information Systems (Cum Laude and above) [Degree],Negotiation Skills,Operations Manager,1
157,Gayler,24,Human Resource Development Specialist [HR],[HR],7807.09,"Communication, Technical expertise, Safety protocols","Sustainability, Software development",Public Policy and Global Affairs [Degree],Adaptability,Marine Operations Officer,9
158,Norby,26,Data Analyst for Port Operations [IT],[IT],7539.98,"Safety protocols, Project management, Software development","Safety improvement, Supply chain efficiency",Bachelor of Music [Degree],Negotiation Skills,Procurement Specialist,13
159,Ania,37,Human Resource Development Specialist [HR],[HR],2555.24,"Technical expertise, Project management, Maritime regulations","Engineering innovation, Supply chain efficiency",Bachelor of Science (Project and Facilities Management) [Degree],Business Presentations,Safety Officer,13
160,Lane,25,Compliance Officer [Admin],[Admin],5191.96,"Maritime regulations, Software development, Project management","Marine technology, Safety improvement",Sociology [Degree],Negotiation Skills,Customs Broker,14
161,Cookie,24,Shipping and Receiving Clerk [Operations],[Operations],7651.46,"Technical expertise, Safety protocols, Project management","Process optimization, Marine technology",Common ICT Programme [Diploma],Interpersonal Skills,Equipment Operator,16
162,Aviva,48,Data Analyst for Port Operations [IT],[IT],10212.14,"Technical expertise, Safety protocols, Leadership","Supply chain efficiency, Technology advancements",Bachelor of Science (Occupational Therapy) [Degree],Business Presentations,Safety Officer,3
163,Massimiliano,58,Recruitment Specialist [HR],[HR],2058.52,"Technical expertise, Problem-solving, Project management","Engineering innovation, Marine technology",Bachelor of Early Childhood Education [Degree],Critical Thinking,Transportation Planner,13
164,Lorrayne,26,Maritime Systems Analyst [IT],[IT],7751.87,"Project management, Leadership, Problem-solving","Software development, Supply chain efficiency",Mechanical Engineering [Diploma],Negotiation Skills,Transportation Planner,1
165,Leshia,31,Logistics Coordinator [Operations],[Operations],9246.01,"Safety protocols, Technical expertise, Leadership","Engineering innovation, Sustainability",Computer Science [Degree],Financial Literacy,Data Analyst,9
166,Millie,57,Harbour Master [Operations],[Operations],8485.54,"Safety protocols, Software development, Leadership","Sustainability, Safety improvement",Biomedical Sciences and Chinese Medicine [Degree],Management Skills,Maritime Engineer,10
167,Desiree,19,Maritime Systems Analyst [IT],[IT],11966.86,"Leadership, Technical expertise, Safety protocols","Safety improvement, Process optimization",English [Degree],Critical Thinking,Warehouse Supervisor,14
168,Warner,38,Financial Analyst [Finance],[Finance],9199.03,"Problem-solving, Technical expertise, Leadership","Technology advancements, Supply chain efficiency",Economics (Cum Laude and above) [Degree],Management Skills,Inventory Manager,6
169,Ethelbert,56,Marine Operations Officer [Operations],[Operations],11697.76,"Leadership, Communication, Problem-solving","Marine technology, Process optimization",Bachelor of Computing (Information Systems) [Degree],Critical Thinking,Transportation Planner,7
170,Grannie,37,Budget Officer [Finance],[Finance],5934.53,"Leadership, Communication, Technical expertise","Supply chain efficiency, Process optimization",Arts & Design [Diploma],Financial Literacy,Warehouse Supervisor,17
171,Jacki,24,Marine Operations Officer [Operations],[Operations],4030.94,"Communication, Leadership, Project management","Engineering innovation, Technology advancements",Chemical and Biomolecular Engineering [Degree],Leadership Skills,Inventory Manager,10
172,Odo,48,Marine Operations Officer [Operations],[Operations],8919.55,"Software development, Technical expertise, Maritime regulations","Engineering innovation, Marine technology",Chinese [Degree],Negotiation Skills,Warehouse Supervisor,18
173,Ki,18,Maritime Safety Officer [Operations],[Operations],11195.66,"Leadership, Technical expertise, Problem-solving","Safety improvement, Sustainability",Bachelor of Science (Nursing) [Degree],Business Presentations,Docking Pilot,19
174,Stefano,37,Employee Relations Officer [HR],[HR],7451.47,"Project management, Maritime regulations, Safety protocols","Sustainability, Marine technology",Bachelor of Engineering (Computer Science and Design) [Degree],Negotiation Skills,Project Manager,15
175,Moll,59,Human Resource Development Specialist [HR],[HR],8998.65,"Software development, Problem-solving, Leadership","Supply chain efficiency, Technology advancements",Aerospace Electronics [Diploma],Interpersonal Skills,Docking Pilot,3
176,Carlynn,33,Logistics Coordinator [Operations],[Operations],6578.4,"Project management, Problem-solving, Communication","Safety improvement, Marine technology",Bachelor of Science (Architecture and Sustainable Design) [Degree],Negotiation Skills,Equipment Operator,1
177,Britni,22,Vessel Traffic Services Operator [Operations],[Operations],4059.35,"Safety protocols, Project management, Software development","Supply chain efficiency, Marine technology",Chemical and Biomolecular Engineering [Degree],Leadership Skills,Maritime Engineer,19
178,Ava,37,IT Infrastructure Specialist [IT],[IT],9353.09,"Technical expertise, Leadership, Communication","Sustainability, Software development",Law [Degree],Business Presentations,Equipment Operator,9
179,Tim,43,Fleet Management Officer [Operations],[Operations],11818.44,"Communication, Maritime regulations, Software development","Software development, Safety improvement",Mathematical Sciences / Mathematical Sciences and Economics [Degree],Business Presentations,Project Manager,6
180,Cynthie,45,Compliance Officer [Admin],[Admin],10566.68,"Project management, Leadership, Technical expertise","Sustainability, Technology advancements",Law [Degree],Time Management,Freight Forwarder,5
181,Jackquelin,59,Employee Relations Officer [HR],[HR],3892.74,"Safety protocols, Leadership, Maritime regulations","Technology advancements, Engineering innovation",Bachelor of Engineering with Honours in Electrical Power Engineering [Degree],Negotiation Skills,Warehouse Supervisor,19
182,Orton,47,Human Resource Development Specialist [HR],[HR],2695.09,"Software development, Leadership, Problem-solving","Supply chain efficiency, Software development",Bachelor of Fine Arts in Digital Art and Animation [Degree],Business Presentations,Environmental Compliance Officer,17
